"","DATE","water_date","PRCP"
"1382",2011-07-13,2011-07-13,0.08
"1383",2011-07-14,2011-07-14,0.06
"1384",2011-07-15,2011-07-15,0.02
"1385",2011-07-16,2011-07-16,0.33
"1386",2011-07-17,2011-07-17,0.04
"1387",2011-07-18,2011-07-18,0.02
"1388",2011-07-19,2011-07-19,0.01
"1389",2011-07-20,2011-07-20,0
"1390",2011-07-21,2011-07-21,0
"1391",2011-07-22,2011-07-22,0
"1392",2011-07-23,2011-07-23,0
"1393",2011-07-24,2011-07-24,0
"1394",2011-07-25,2011-07-25,0.02
"1395",2011-07-26,2011-07-26,0.01
"1396",2011-07-27,2011-07-27,0
"1397",2011-07-28,2011-07-28,0
"1398",2011-07-29,2011-07-29,0
"1399",2011-07-30,2011-07-30,0
"1400",2011-07-31,2011-07-31,0
"1401",2011-08-01,2011-08-01,0
"1402",2011-08-02,2011-08-02,0
"1403",2011-08-03,2011-08-03,0
"1404",2011-08-04,2011-08-04,0
"1405",2011-08-05,2011-08-05,0
"1406",2011-08-06,2011-08-06,0
"1407",2011-08-07,2011-08-07,0
"1408",2011-08-08,2011-08-08,0
"1409",2011-08-09,2011-08-09,0
"1410",2011-08-10,2011-08-10,0
"1411",2011-08-11,2011-08-11,0
"1412",2011-08-12,2011-08-12,0
"1413",2011-08-13,2011-08-13,0
"1414",2011-08-14,2011-08-14,0
"1415",2011-08-15,2011-08-15,0
"1416",2011-08-16,2011-08-16,0
"1417",2011-08-17,2011-08-17,0
"1418",2011-08-18,2011-08-18,0
"1419",2011-08-19,2011-08-19,0
"1420",2011-08-20,2011-08-20,0
"1421",2011-08-21,2011-08-21,0.01
"1422",2011-08-22,2011-08-22,0.04
"1423",2011-08-23,2011-08-23,0
"1424",2011-08-24,2011-08-24,0
"1425",2011-08-25,2011-08-25,0
"1426",2011-08-26,2011-08-26,0
"1427",2011-08-27,2011-08-27,0
"1428",NA,2011-08-28,0
"1429",NA,2011-08-29,0
"1430",NA,2011-08-30,0
"1431",NA,2011-08-31,0
"1432",2011-09-01,2011-09-01,0
"1433",2011-09-02,2011-09-02,0
"1434",2011-09-03,2011-09-03,0
"1435",2011-09-04,2011-09-04,0
"1436",2011-09-05,2011-09-05,0
"1437",2011-09-06,2011-09-06,0.01
"1438",2011-09-07,2011-09-07,0
"1439",2011-09-08,2011-09-08,0
"1440",2011-09-09,2011-09-09,0
"1441",2011-09-10,2011-09-10,0
"1442",2011-09-11,2011-09-11,0.02
"1443",2011-09-12,2011-09-12,0
"1444",2011-09-13,2011-09-13,0
"1445",2011-09-14,2011-09-14,0
"1446",2011-09-15,2011-09-15,0
"1447",2011-09-16,2011-09-16,0
"1448",2011-09-17,2011-09-17,0
"1449",2011-09-18,2011-09-18,0
"1450",2011-09-19,2011-09-19,0.04
"1451",2011-09-20,2011-09-20,0
"1452",2011-09-21,2011-09-21,0
"1453",2011-09-22,2011-09-22,0
"1454",2011-09-23,2011-09-23,0
"1455",2011-09-24,2011-09-24,0.01
"1456",2011-09-25,2011-09-25,0.16
"1457",2011-09-26,2011-09-26,0.23
"1458",2011-09-27,2011-09-27,0.55
"1459",2011-09-28,2011-09-28,0.01
"1460",2011-09-29,2011-09-29,0
"1461",2011-09-30,2011-09-30,0
"1462",2012-10-01,2011-10-01,0
"1463",2012-10-02,2011-10-02,0
"1464",2012-10-03,2011-10-03,0
"1465",2012-10-04,2011-10-04,0
"1466",2012-10-05,2011-10-05,0
"1467",2012-10-06,2011-10-06,0
"1468",2012-10-07,2011-10-07,0
"1469",2012-10-08,2011-10-08,0
"1470",2012-10-09,2011-10-09,0
"1471",2012-10-10,2011-10-10,0
"1472",2012-10-11,2011-10-11,0
"1473",2012-10-12,2011-10-12,0
"1474",2012-10-13,2011-10-13,1.33
"1475",2012-10-14,2011-10-14,0.12
"1476",2012-10-15,2011-10-15,1.41
"1477",2012-10-16,2011-10-16,2.23
"1478",2012-10-17,2011-10-17,0.02
"1479",2012-10-18,2011-10-18,0
"1480",2012-10-19,2011-10-19,0.19
"1481",2012-10-20,2011-10-20,0.8
"1482",2012-10-21,2011-10-21,0.29
"1483",2012-10-22,2011-10-22,0.82
"1484",2012-10-23,2011-10-23,0.59
"1485",2012-10-24,2011-10-24,0.5
"1486",2012-10-25,2011-10-25,0.04
"1487",2012-10-26,2011-10-26,0.01
"1488",2012-10-27,2011-10-27,0.03
"1489",2012-10-28,2011-10-28,1.64
"1490",2012-10-29,2011-10-29,0.42
"1491",2012-10-30,2011-10-30,0.18
"1492",2012-10-31,2011-10-31,0.65
"1493",2012-11-01,2011-11-01,1.24
"1494",2012-11-02,2011-11-02,0.16
"1495",2012-11-03,2011-11-03,0.6
"1496",2012-11-04,2011-11-04,0.06
"1497",2012-11-05,2011-11-05,0
"1498",2012-11-06,2011-11-06,0
"1499",2012-11-07,2011-11-07,0.03
"1500",2012-11-08,2011-11-08,0.32
"1501",2012-11-09,2011-11-09,0.32
"1502",2012-11-10,2011-11-10,0.28
"1503",2012-11-11,2011-11-11,0.01
"1504",2012-11-12,2011-11-12,0.75
"1505",2012-11-13,2011-11-13,0.24
"1506",2012-11-14,2011-11-14,0.02
"1507",2012-11-15,2011-11-15,0
"1508",2012-11-16,2011-11-16,0
"1509",2012-11-17,2011-11-17,0.37
"1510",2012-11-18,2011-11-18,1.24
"1511",2012-11-19,2011-11-19,1.5
"1512",2012-11-20,2011-11-20,3.42
"1513",2012-11-21,2011-11-21,0.57
"1514",2012-11-22,2011-11-22,0.12
"1515",2012-11-23,2011-11-23,0
"1516",2012-11-24,2011-11-24,1.64
"1517",2012-11-25,2011-11-25,0.2
"1518",2012-11-26,2011-11-26,0.02
"1519",2012-11-27,2011-11-27,0
"1520",2012-11-28,2011-11-28,0
"1521",2012-11-29,2011-11-29,0.55
"1522",2012-11-30,2011-11-30,0.63
"1523",2012-12-01,2011-12-01,0.72
"1524",2012-12-02,2011-12-02,1.6
"1525",2012-12-03,2011-12-03,0.27
"1526",2012-12-04,2011-12-04,0.68
"1527",2012-12-05,2011-12-05,0.4
"1528",2012-12-06,2011-12-06,0.04
"1529",2012-12-07,2011-12-07,0.45
"1530",2012-12-08,2011-12-08,0.09
"1531",2012-12-09,2011-12-09,0.04
"1532",2012-12-10,2011-12-10,0.07
"1533",2012-12-11,2011-12-11,0
"1534",2012-12-12,2011-12-12,1
"1535",2012-12-13,2011-12-13,0.22
"1536",2012-12-14,2011-12-14,0.36
"1537",2012-12-15,2011-12-15,0.13
"1538",2012-12-16,2011-12-16,0.92
"1539",2012-12-17,2011-12-17,0.8
"1540",2012-12-18,2011-12-18,0.33
"1541",2012-12-19,2011-12-19,0.17
"1542",2012-12-20,2011-12-20,2.63
"1543",2012-12-21,2011-12-21,1.06
"1544",2012-12-22,2011-12-22,0.86
"1545",2012-12-23,2011-12-23,0.67
"1546",2012-12-24,2011-12-24,0.35
"1547",2012-12-25,2011-12-25,0.16
"1548",2012-12-26,2011-12-26,1.21
"1549",2012-12-27,2011-12-27,0.38
"1550",2012-12-28,2011-12-28,0.02
"1551",2012-12-29,2011-12-29,0.01
"1552",2012-12-30,2011-12-30,0
"1553",2012-12-31,2011-12-31,0
"1554",2012-01-01,2012-01-01,0
"1555",2012-01-02,2012-01-02,0
"1556",2012-01-03,2012-01-03,0.13
"1557",2012-01-04,2012-01-04,0.02
"1558",2012-01-05,2012-01-05,0.48
"1559",2012-01-06,2012-01-06,0.08
"1560",2012-01-07,2012-01-07,0.03
"1561",2012-01-08,2012-01-08,0.01
"1562",2012-01-09,2012-01-09,0.01
"1563",2012-01-10,2012-01-10,0.14
"1564",2012-01-11,2012-01-11,0
"1565",2012-01-12,2012-01-12,0
"1566",2012-01-13,2012-01-13,0
"1567",2012-01-14,2012-01-14,0.01
"1568",2012-01-15,2012-01-15,0.09
"1569",2012-01-16,2012-01-16,0.29
"1570",2012-01-17,2012-01-17,0.78
"1571",2012-01-18,2012-01-18,1.24
"1572",NA,2012-01-19,0
"1573",NA,2012-01-20,0
"1574",2012-01-21,2012-01-21,1.24
"1575",2012-01-22,2012-01-22,0.03
"1576",2012-01-23,2012-01-23,0.57
"1577",2012-01-24,2012-01-24,0.14
"1578",2012-01-25,2012-01-25,0.42
"1579",2012-01-26,2012-01-26,0.36
"1580",2012-01-27,2012-01-27,0
"1581",2012-01-28,2012-01-28,0
"1582",2012-01-29,2012-01-29,0
"1583",2012-01-30,2012-01-30,0.98
"1584",2012-01-31,2012-01-31,0.01
"1585",2012-02-01,2012-02-01,0.51
"1586",2012-02-02,2012-02-02,0
"1587",2012-02-03,2012-02-03,0
"1588",2012-02-04,2012-02-04,0
"1589",2012-02-05,2012-02-05,0
"1590",2012-02-06,2012-02-06,0
"1591",2012-02-07,2012-02-07,0
"1592",2012-02-08,2012-02-08,0.22
"1593",2012-02-09,2012-02-09,0.76
"1594",2012-02-10,2012-02-10,0.06
"1595",2012-02-11,2012-02-11,0.42
"1596",2012-02-12,2012-02-12,0
"1597",2012-02-13,2012-02-13,0.39
"1598",2012-02-14,2012-02-14,0.1
"1599",2012-02-15,2012-02-15,0.02
"1600",2012-02-16,2012-02-16,0
"1601",2012-02-17,2012-02-17,0.21
"1602",2012-02-18,2012-02-18,0.48
"1603",2012-02-19,2012-02-19,0.09
"1604",2012-02-20,2012-02-20,0.62
"1605",2012-02-21,2012-02-21,0.84
"1606",2012-02-22,2012-02-22,0.82
"1607",2012-02-23,2012-02-23,0.7
"1608",2012-02-24,2012-02-24,0.01
"1609",2012-02-25,2012-02-25,0.3
"1610",2012-02-26,2012-02-26,0.08
"1611",2012-02-27,2012-02-27,0.02
"1612",2012-02-28,2012-02-28,0
"1613",2012-02-29,2012-02-29,1.16
"1614",2012-03-01,2012-03-01,0.24
"1615",2012-03-02,2012-03-02,0.02
"1616",2012-03-03,2012-03-03,0
"1617",2012-03-04,2012-03-04,0
"1618",2012-03-05,2012-03-05,0.03
"1619",2012-03-06,2012-03-06,1.1
"1620",2012-03-07,2012-03-07,0.04
"1621",2012-03-08,2012-03-08,0
"1622",2012-03-09,2012-03-09,0
"1623",2012-03-10,2012-03-10,0.12
"1624",2012-03-11,2012-03-11,1
"1625",2012-03-12,2012-03-12,0.23
"1626",2012-03-13,2012-03-13,2.55
"1627",2012-03-14,2012-03-14,0.12
"1628",2012-03-15,2012-03-15,1.73
"1629",2012-03-16,2012-03-16,0.8
"1630",2012-03-17,2012-03-17,1.32
"1631",2012-03-18,2012-03-18,0.28
"1632",2012-03-19,2012-03-19,0.28
"1633",2012-03-20,2012-03-20,0.28
"1634",2012-03-21,2012-03-21,1.6
"1635",2012-03-22,2012-03-22,1.46
"1636",2012-03-23,2012-03-23,0.02
"1637",NA,2012-03-24,0
"1638",NA,2012-03-25,0
"1639",NA,2012-03-26,0
"1640",NA,2012-03-27,0
"1641",NA,2012-03-28,0
"1642",NA,2012-03-29,0
"1643",NA,2012-03-30,0
"1644",NA,2012-03-31,0
"1645",NA,2012-04-01,0
"1646",2012-04-02,2012-04-02,0.4
"1647",2012-04-03,2012-04-03,0.09
"1648",2012-04-04,2012-04-04,1
"1649",2012-04-05,2012-04-05,0.51
"1650",2012-04-06,2012-04-06,0.08
"1651",2012-04-07,2012-04-07,0.05
"1652",2012-04-08,2012-04-08,0.03
"1653",2012-04-09,2012-04-09,0.02
"1654",2012-04-10,2012-04-10,0.05
"1655",2012-04-11,2012-04-11,0.01
"1656",2012-04-12,2012-04-12,0.17
"1657",2012-04-13,2012-04-13,0.31
"1658",2012-04-14,2012-04-14,0.02
"1659",2012-04-15,2012-04-15,0
"1660",2012-04-16,2012-04-16,1.08
"1661",2012-04-17,2012-04-17,0.07
"1662",2012-04-18,2012-04-18,0.22
"1663",2012-04-19,2012-04-19,0.15
"1664",2012-04-20,2012-04-20,0.97
"1665",2012-04-21,2012-04-21,0.02
"1666",2012-04-22,2012-04-22,0
"1667",2012-04-23,2012-04-23,0.01
"1668",2012-04-24,2012-04-24,0.04
"1669",2012-04-25,2012-04-25,0.2
"1670",2012-04-26,2012-04-26,1.31
"1671",2012-04-27,2012-04-27,0.29
"1672",2012-04-28,2012-04-28,0.04
"1673",2012-04-29,2012-04-29,0
"1674",2012-04-30,2012-04-30,0.38
"1675",2012-05-01,2012-05-01,0.25
"1676",2012-05-02,2012-05-02,0.28
"1677",2012-05-03,2012-05-03,1.16
"1678",2012-05-04,2012-05-04,0.36
"1679",2012-05-05,2012-05-05,0.03
"1680",2012-05-06,2012-05-06,0
"1681",2012-05-07,2012-05-07,0
"1682",2012-05-08,2012-05-08,0
"1683",2012-05-09,2012-05-09,0
"1684",2012-05-10,2012-05-10,0
"1685",2012-05-11,2012-05-11,0
"1686",2012-05-12,2012-05-12,0
"1687",2012-05-13,2012-05-13,0
"1688",2012-05-14,2012-05-14,0
"1689",2012-05-15,2012-05-15,0
"1690",2012-05-16,2012-05-16,0
"1691",2012-05-17,2012-05-17,0
"1692",2012-05-18,2012-05-18,0
"1693",2012-05-19,2012-05-19,0
"1694",2012-05-20,2012-05-20,0
"1695",2012-05-21,2012-05-21,0.07
"1696",2012-05-22,2012-05-22,0.59
"1697",2012-05-23,2012-05-23,0.46
"1698",2012-05-24,2012-05-24,0.52
"1699",2012-05-25,2012-05-25,0.32
"1700",2012-05-26,2012-05-26,0.02
"1701",2012-05-27,2012-05-27,0
"1702",2012-05-28,2012-05-28,0.1
"1703",2012-05-29,2012-05-29,0.01
"1704",2012-05-30,2012-05-30,0
"1705",2012-05-31,2012-05-31,0
"1706",2012-06-01,2012-06-01,0.01
"1707",2012-06-02,2012-06-02,0.1
"1708",2012-06-03,2012-06-03,0.03
"1709",2012-06-04,2012-06-04,0.38
"1710",2012-06-05,2012-06-05,0.47
"1711",2012-06-06,2012-06-06,0.04
"1712",2012-06-07,2012-06-07,0.37
"1713",2012-06-08,2012-06-08,0.15
"1714",2012-06-09,2012-06-09,0.44
"1715",2012-06-10,2012-06-10,0.01
"1716",2012-06-11,2012-06-11,0
"1717",2012-06-12,2012-06-12,0.07
"1718",2012-06-13,2012-06-13,0.14
"1719",2012-06-14,2012-06-14,0
"1720",2012-06-15,2012-06-15,0
"1721",2012-06-16,2012-06-16,0
"1722",NA,2012-06-17,0
"1723",NA,2012-06-18,0
"1724",NA,2012-06-19,0
"1725",NA,2012-06-20,0
"1726",NA,2012-06-21,0
"1727",NA,2012-06-22,0
"1728",NA,2012-06-23,0
"1729",NA,2012-06-24,0
"1730",2012-06-25,2012-06-25,0.05
"1731",2012-06-26,2012-06-26,0.99
"1732",2012-06-27,2012-06-27,0.01
"1733",2012-06-28,2012-06-28,0
"1734",2012-06-29,2012-06-29,0.03
"1735",2012-06-30,2012-06-30,0.01
"1736",2012-07-01,2012-07-01,0.48
"1737",2012-07-02,2012-07-02,0.01
"1738",2012-07-03,2012-07-03,0.2
"1739",2012-07-04,2012-07-04,0
"1740",2012-07-05,2012-07-05,0
"1741",2012-07-06,2012-07-06,0
"1742",2012-07-07,2012-07-07,0
"1743",2012-07-08,2012-07-08,0
"1744",2012-07-09,2012-07-09,0
"1745",2012-07-10,2012-07-10,0
"1746",2012-07-11,2012-07-11,0
"1747",2012-07-12,2012-07-12,0
"1748",2012-07-13,2012-07-13,0
"1749",2012-07-14,2012-07-14,0
"1750",2012-07-15,2012-07-15,0.06
"1751",2012-07-16,2012-07-16,0.08
"1752",2012-07-17,2012-07-17,0
"1753",2012-07-18,2012-07-18,0.04
"1754",2012-07-19,2012-07-19,0.02
"1755",2012-07-20,2012-07-20,0.13
"1756",2012-07-21,2012-07-21,0.02
"1757",2012-07-22,2012-07-22,0
"1758",2012-07-23,2012-07-23,0
"1759",2012-07-24,2012-07-24,0
"1760",2012-07-25,2012-07-25,0
"1761",2012-07-26,2012-07-26,0
"1762",2012-07-27,2012-07-27,0.02
"1763",2012-07-28,2012-07-28,0
"1764",2012-07-29,2012-07-29,0
"1765",2012-07-30,2012-07-30,0
"1766",NA,2012-07-31,0
"1767",2012-08-01,2012-08-01,0
"1768",2012-08-02,2012-08-02,0
"1769",2012-08-03,2012-08-03,0
"1770",2012-08-04,2012-08-04,0
"1771",2012-08-05,2012-08-05,0
"1772",2012-08-06,2012-08-06,0.04
"1773",2012-08-07,2012-08-07,0.02
"1774",2012-08-08,2012-08-08,0
"1775",2012-08-09,2012-08-09,0
"1776",2012-08-10,2012-08-10,0
"1777",2012-08-11,2012-08-11,0
"1778",2012-08-12,2012-08-12,0
"1779",2012-08-13,2012-08-13,0
"1780",2012-08-14,2012-08-14,0
"1781",2012-08-15,2012-08-15,0
"1782",2012-08-16,2012-08-16,0
"1783",2012-08-17,2012-08-17,0
"1784",2012-08-18,2012-08-18,0
"1785",2012-08-19,2012-08-19,0
"1786",2012-08-20,2012-08-20,0
"1787",2012-08-21,2012-08-21,0
"1788",2012-08-22,2012-08-22,0
"1789",2012-08-23,2012-08-23,0
"1790",2012-08-24,2012-08-24,0
"1791",2012-08-25,2012-08-25,0
"1792",2012-08-26,2012-08-26,0
"1793",2012-08-27,2012-08-27,0.26
"1794",2012-08-28,2012-08-28,0
"1795",2012-08-29,2012-08-29,0
"1796",2012-08-30,2012-08-30,0
"1797",2012-08-31,2012-08-31,0
"1798",2012-09-01,2012-09-01,0
"1799",2012-09-02,2012-09-02,0
"1800",2012-09-03,2012-09-03,0
"1801",2012-09-04,2012-09-04,0
"1802",2012-09-05,2012-09-05,0
"1803",2012-09-06,2012-09-06,0
"1804",2012-09-07,2012-09-07,0
"1805",2012-09-08,2012-09-08,0.07
"1806",2012-09-09,2012-09-09,0.02
"1807",2012-09-10,2012-09-10,0.03
"1808",2012-09-11,2012-09-11,0
"1809",2012-09-12,2012-09-12,0
"1810",2012-09-13,2012-09-13,0
"1811",2012-09-14,2012-09-14,0
"1812",2012-09-15,2012-09-15,0
"1813",2012-09-16,2012-09-16,0
"1814",2012-09-17,2012-09-17,0
"1815",2012-09-18,2012-09-18,0.02
"1816",2012-09-19,2012-09-19,0
"1817",2012-09-20,2012-09-20,0.01
"1818",2012-09-21,2012-09-21,0.01
"1819",2012-09-22,2012-09-22,0
"1820",2012-09-23,2012-09-23,0
"1821",2012-09-24,2012-09-24,0
"1822",2012-09-25,2012-09-25,0
"1823",2012-09-26,2012-09-26,0
"1824",2012-09-27,2012-09-27,0
"1825",2012-09-28,2012-09-28,0
"1826",2012-09-29,2012-09-29,0
"1827",2012-09-30,2012-09-30,0
"1828",2013-10-01,2012-10-01,0.92
"1829",2013-10-02,2012-10-02,0.01
"1830",2013-10-03,2012-10-03,0.24
"1831",2013-10-04,2012-10-04,0.02
"1832",2013-10-05,2012-10-05,0
"1833",2013-10-06,2012-10-06,0
"1834",2013-10-07,2012-10-07,0.36
"1835",2013-10-08,2012-10-08,0.04
"1836",2013-10-09,2012-10-09,0.37
"1837",2013-10-10,2012-10-10,0.01
"1838",2013-10-11,2012-10-11,0
"1839",2013-10-12,2012-10-12,0
"1840",2013-10-13,2012-10-13,0.13
"1841",2013-10-14,2012-10-14,0
"1842",2013-10-15,2012-10-15,0
"1843",2013-10-16,2012-10-16,0
"1844",2013-10-17,2012-10-17,0
"1845",2013-10-18,2012-10-18,0
"1846",2013-10-19,2012-10-19,0
"1847",2013-10-20,2012-10-20,0
"1848",NA,2012-10-21,0
"1849",NA,2012-10-22,0
"1850",NA,2012-10-23,0
"1851",NA,2012-10-24,0
"1852",NA,2012-10-25,0
"1853",NA,2012-10-26,0
"1854",NA,2012-10-27,0
"1855",NA,2012-10-28,0
"1856",2013-10-29,2012-10-29,0
"1857",2013-10-30,2012-10-30,0
"1858",2013-10-31,2012-10-31,0
"1859",2013-11-01,2012-11-01,0.03
"1860",2013-11-02,2012-11-02,0.5
"1861",2013-11-03,2012-11-03,0.15
"1862",2013-11-04,2012-11-04,0.1
"1863",2013-11-05,2012-11-05,0.58
"1864",2013-11-06,2012-11-06,0.46
"1865",2013-11-07,2012-11-07,0.18
"1866",2013-11-08,2012-11-08,0.47
"1867",2013-11-09,2012-11-09,0.01
"1868",2013-11-10,2012-11-10,0
"1869",2013-11-11,2012-11-11,0
"1870",2013-11-12,2012-11-12,0.56
"1871",2013-11-13,2012-11-13,0.02
"1872",2013-11-14,2012-11-14,0
"1873",2013-11-15,2012-11-15,0.26
"1874",2013-11-16,2012-11-16,0.22
"1875",2013-11-17,2012-11-17,0.2
"1876",2013-11-18,2012-11-18,0.04
"1877",2013-11-19,2012-11-19,0.88
"1878",2013-11-20,2012-11-20,0.03
"1879",2013-11-21,2012-11-21,0
"1880",2013-11-22,2012-11-22,0
"1881",2013-11-23,2012-11-23,0
"1882",2013-11-24,2012-11-24,0
"1883",2013-11-25,2012-11-25,0
"1884",2013-11-26,2012-11-26,0
"1885",2013-11-27,2012-11-27,0
"1886",2013-11-28,2012-11-28,0
"1887",2013-11-29,2012-11-29,0
"1888",2013-11-30,2012-11-30,0.02
"1889",2013-12-01,2012-12-01,0.12
"1890",2013-12-02,2012-12-02,1.15
"1891",2013-12-03,2012-12-03,0.17
"1892",2013-12-04,2012-12-04,0
"1893",2013-12-05,2012-12-05,0
"1894",2013-12-06,2012-12-06,0.06
"1895",2013-12-07,2012-12-07,0.1
"1896",2013-12-08,2012-12-08,0
"1897",2013-12-09,2012-12-09,0
"1898",2013-12-10,2012-12-10,0
"1899",2013-12-11,2012-12-11,0
"1900",2013-12-12,2012-12-12,0
"1901",2013-12-13,2012-12-13,0.54
"1902",2013-12-14,2012-12-14,0.04
"1903",2013-12-15,2012-12-15,0.01
"1904",2013-12-16,2012-12-16,0
"1905",2013-12-17,2012-12-17,0
"1906",2013-12-18,2012-12-18,0
"1907",2013-12-19,2012-12-19,0
"1908",2013-12-20,2012-12-20,0.02
"1909",2013-12-21,2012-12-21,0.58
"1910",2013-12-22,2012-12-22,0.04
"1911",2013-12-23,2012-12-23,0.04
"1912",2013-12-24,2012-12-24,0.16
"1913",2013-12-25,2012-12-25,0
"1914",2013-12-26,2012-12-26,0
"1915",2013-12-27,2012-12-27,0
"1916",2013-12-28,2012-12-28,0
"1917",2013-12-29,2012-12-29,0
"1918",2013-12-30,2012-12-30,0
"1919",2013-12-31,2012-12-31,0
"1920",2013-01-01,2013-01-01,0.09
"1921",2013-01-02,2013-01-02,0
"1922",2013-01-03,2013-01-03,0
"1923",2013-01-04,2013-01-04,0.31
"1924",2013-01-05,2013-01-05,0.01
"1925",2013-01-06,2013-01-06,0.27
"1926",2013-01-07,2013-01-07,0.46
"1927",2013-01-08,2013-01-08,0.36
"1928",2013-01-09,2013-01-09,0.34
"1929",2013-01-10,2013-01-10,0.45
"1930",2013-01-11,2013-01-11,0.54
"1931",2013-01-12,2013-01-12,0.03
"1932",2013-01-13,2013-01-13,0
"1933",2013-01-14,2013-01-14,0
"1934",2013-01-15,2013-01-15,0
"1935",2013-01-16,2013-01-16,0
"1936",2013-01-17,2013-01-17,0
"1937",2013-01-18,2013-01-18,0
"1938",2013-01-19,2013-01-19,0
"1939",2013-01-20,2013-01-20,0
"1940",2013-01-21,2013-01-21,0
"1941",2013-01-22,2013-01-22,0
"1942",2013-01-23,2013-01-23,0
"1943",2013-01-24,2013-01-24,0.47
"1944",2013-01-25,2013-01-25,0.4
"1945",2013-01-26,2013-01-26,0.7
"1946",2013-01-27,2013-01-27,0.4
"1947",2013-01-28,2013-01-28,0.77
"1948",2013-01-29,2013-01-29,0.4
"1949",2013-01-30,2013-01-30,0.14
"1950",2013-01-31,2013-01-31,0.18
"1951",2013-02-01,2013-02-01,0.01
"1952",2013-02-02,2013-02-02,0
"1953",2013-02-03,2013-02-03,0
"1954",2013-02-04,2013-02-04,0
"1955",2013-02-05,2013-02-05,0.13
"1956",2013-02-06,2013-02-06,0.32
"1957",2013-02-07,2013-02-07,0.58
"1958",2013-02-08,2013-02-08,0.17
"1959",2013-02-09,2013-02-09,0
"1960",2013-02-10,2013-02-10,0.02
"1961",2013-02-11,2013-02-11,0
"1962",2013-02-12,2013-02-12,0.26
"1963",2013-02-13,2013-02-13,0.11
"1964",2013-02-14,2013-02-14,0.04
"1965",2013-02-15,2013-02-15,0.01
"1966",2013-02-16,2013-02-16,0.02
"1967",2013-02-17,2013-02-17,0.03
"1968",2013-02-18,2013-02-18,0.01
"1969",2013-02-19,2013-02-19,0.65
"1970",2013-02-20,2013-02-20,0.01
"1971",2013-02-21,2013-02-21,0.16
"1972",2013-02-22,2013-02-22,0.33
"1973",2013-02-23,2013-02-23,0.9
"1974",2013-02-24,2013-02-24,0.18
"1975",2013-02-25,2013-02-25,0.41
"1976",2013-02-26,2013-02-26,0.07
"1977",2013-02-27,2013-02-27,0.01
"1978",2013-02-28,2013-02-28,0.76
"1979",2013-03-01,2013-03-01,0.6
"1980",2013-03-02,2013-03-02,0.02
"1981",2013-03-03,2013-03-03,0.04
"1982",2013-03-04,2013-03-04,0.01
"1983",2013-03-05,2013-03-05,0.51
"1984",2013-03-06,2013-03-06,0.75
"1985",2013-03-07,2013-03-07,0.35
"1986",2013-03-08,2013-03-08,0.02
"1987",2013-03-09,2013-03-09,0
"1988",2013-03-10,2013-03-10,0
"1989",2013-03-11,2013-03-11,0.03
"1990",2013-03-12,2013-03-12,0.01
"1991",2013-03-13,2013-03-13,0
"1992",2013-03-14,2013-03-14,0
"1993",2013-03-15,2013-03-15,0.11
"1994",2013-03-16,2013-03-16,0.04
"1995",2013-03-17,2013-03-17,0.3
"1996",2013-03-18,2013-03-18,0.02
"1997",2013-03-19,2013-03-19,0.01
"1998",2013-03-20,2013-03-20,0.86
"1999",2013-03-21,2013-03-21,0.29
"2000",2013-03-22,2013-03-22,0.21
"2001",2013-03-23,2013-03-23,0.11
"2002",2013-03-24,2013-03-24,0.01
"2003",2013-03-25,2013-03-25,0
"2004",2013-03-26,2013-03-26,0.03
"2005",2013-03-27,2013-03-27,0.03
"2006",2013-03-28,2013-03-28,0.04
"2007",2013-03-29,2013-03-29,0.03
"2008",2013-03-30,2013-03-30,0
"2009",2013-03-31,2013-03-31,0
"2010",2013-04-01,2013-04-01,0.03
"2011",2013-04-02,2013-04-02,0.02
"2012",2013-04-03,2013-04-03,0.01
"2013",2013-04-04,2013-04-04,0.19
"2014",2013-04-05,2013-04-05,0.75
"2015",2013-04-06,2013-04-06,0.56
"2016",2013-04-07,2013-04-07,0.85
"2017",2013-04-08,2013-04-08,0.23
"2018",2013-04-09,2013-04-09,0.05
"2019",2013-04-10,2013-04-10,0.05
"2020",2013-04-11,2013-04-11,0.13
"2021",2013-04-12,2013-04-12,0
"2022",2013-04-13,2013-04-13,0.15
"2023",2013-04-14,2013-04-14,0.19
"2024",2013-04-15,2013-04-15,0.16
"2025",2013-04-16,2013-04-16,0.17
"2026",2013-04-17,2013-04-17,0
"2027",2013-04-18,2013-04-18,0
"2028",2013-04-19,2013-04-19,0.2
"2029",2013-04-20,2013-04-20,0.27
"2030",2013-04-21,2013-04-21,0.01
"2031",2013-04-22,2013-04-22,0
"2032",2013-04-23,2013-04-23,0
"2033",2013-04-24,2013-04-24,0
"2034",2013-04-25,2013-04-25,0
"2035",2013-04-26,2013-04-26,0
"2036",2013-04-27,2013-04-27,0
"2037",2013-04-28,2013-04-28,0.02
"2038",2013-04-29,2013-04-29,0.06
"2039",2013-04-30,2013-04-30,0.03
"2040",2013-05-01,2013-05-01,0
"2041",2013-05-02,2013-05-02,0
"2042",2013-05-03,2013-05-03,0
"2043",2013-05-04,2013-05-04,0
"2044",2013-05-05,2013-05-05,0
"2045",2013-05-06,2013-05-06,0
"2046",2013-05-07,2013-05-07,0
"2047",2013-05-08,2013-05-08,0
"2048",2013-05-09,2013-05-09,0
"2049",2013-05-10,2013-05-10,0.01
"2050",2013-05-11,2013-05-11,0
"2051",2013-05-12,2013-05-12,0
